Store Number,Equipment,Quantity,Repair,Replace,Notes
257,"Water Separators (Operational, Leaks)",1,0,0,Operational
257,Lower Bay Mop Sink Lift Pump (Operational),,0,0,No Mop sink in lowerbay
260,Transmission Machine,1,1,0,Leaks. Needs new hoses.
260,Tire Machines,1,0,0,
260,Tire Balancer,1,0,0,
260,Radiator Machine,1,0,0,
260,Oil Evacuator,1,0,1,Needs new pickup tubes
260,Differential EVAC machine,1,1,1,Not evacuating
260,BFE EVAC Machine,1,0,0,
260,A/C machine,,,,
260,Sump EVAC Machine,,,,
260,"Oil sumps (leaking, roller condition)",6,0,0,
260,"Compressors (Operational, Down Time)",2,1,0,Need drain valves replaced/cleaned
260,"Oil Pumps (Operational,  Down Time)",6,0,0,
260,"Oil Pump Hoses (Leaking, Cracked, Worn)",,0,0,
260,"Oil Guns (Leaking, Screen operational)",,0,0,
260,"Oil Gun Hoses (Leaking, Cracked, Worn)",,0,0,
260,Grease Gun (Leaking),,0,0,
260,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,0,0,
260,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",1,0,0,
260,Oil Tanks (Leaking),,0,0,
260,"Oil Tank Hoses (Leaking, Cracked, Worn)",,0,0,
260,Oil Tanks (Not In Use),,,,
260,Trash Cans,7,0,0,
260,Water Bibb cocks (washer/coolant),,0,0,
260,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",,0,0,
260,Coolant pump/hoses (Operational),,0,0,
260,"Air Regulators (Operational, Leaks)",,0,1,2 regulators leaking air.
260,"Air hoses (Operational, Leaks, Cracks)",,1,1,Need new couplers
260,"Water Separators (Operational, Leaks)",,0,0,
260,Lower Bay Mop Sink Lift Pump (Operational),,,,
270,Transmission Machine ,0,,,
270,Tire Machines,1,0,0,
270,Tire Balancer,1,0,0,
270,Radiator Machine,0,,,
270,Oil Evacuator,0,,,
270,Differential EVAC machine,0,,,
270,BFE EVAC Machine,0,,,
270,A/C machine,0,,,
270,Sump EVAC Machine ,1,,,
270,"Oil sumps (leaking, roller condition)",4,1,1,all 4 need new wheels
270,"Compressors (Operational, Down Time)",1,0,0,
270,"Oil Pumps (Operational,  Down Time)",5,0,0,
270,"Oil Pump Hoses (Leaking, Cracked, Worn)",,1,1,all hoses cracked and leaking
270,"Oil Guns (Leaking, Screen operational)",6,,1,all need to be replaced
270,"Oil Gun Hoses (Leaking, Cracked, Worn)",4,,1,leaking
270,Grease Gun (Leaking),0,,1,
270,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",4,1,1,bays 3 & 4 are the old original that have to be serviced a lot
270,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",0,,,
270,Oil Tanks (Leaking),3,1,,
270,"Oil Tank Hoses (Leaking, Cracked, Worn)",0,,,
270,Oil Tanks (Not In Use),8,,,need to add gold to one or two
270,Trash Cans ,3,,,
270,Water Bibb cocks (washer/coolant),2,0,0,washer fluid only
270,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,0,
270,Coolant pump/hoses (Operational),0,,,manually filling bucket
270,"Air Regulators (Operational, Leaks)",4,0,0,
270,"Air hoses (Operational, Leaks, Cracks)",4,0,1,replace with heavy duty air hoses
270,"Water Separators (Operational, Leaks)",0,,,
270,Lower Bay Mop Sink Lift Pump (Operational),0,,,
277,Transmission Machine ,,1,1,Being replaced with Service Champ
277,Tire Machines,,0,0,Regular Maitenance 
277,Tire Balancer,,0,0,Regular Maitenance 
277,Radiator Machine,,0,0,Ordering From service Champ 
277,Oil Evacuator,,0,0,Operational 
277,Differential EVAC machine,,1,1,Will be replacing with service champ
277,BFE EVAC Machine,,1,1,Will be replacing with service champ
277,A/C machine,,1,1,Store does not have a working AC  machine
277,Sump EVAC Machine ,,0,0,Operational 
277,"Oil sumps (leaking, roller condition)",6,1,1,4 Sumps are leaking oil from on/off valve need valves replaced 
277,"Compressors (Operational, Down Time)",,0,0,Regular Maitenance 
277,"Oil Pumps (Operational,  Down Time)",3,1,1,1 Pump connected to a oil tank not in use Tank just needs product and pump fixed
277,"Oil Pump Hoses (Leaking, Cracked, Worn)",,0,0,No hoses leaking 
277,"Oil Guns (Leaking, Screen operational)",6,1,1,4 guns screen broken but pump works. 2 guns need replaced and lines 
277,"Oil Gun Hoses (Leaking, Cracked, Worn)",14,0,0,Lines only leak because of the leaking guns 
277,Grease Gun (Leaking),,1,1,Ordering From service Champ 
277,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",3,1,1,Saftey locks on bay need replaced seized up.  Bay  2 buttons on lift not working lift won't lift up 
277,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",,0,0,
277,Oil Tanks (Leaking),,0,0,no tanks leaking
277,"Oil Tank Hoses (Leaking, Cracked, Worn)",,0,0,Not leaking 
277,Oil Tanks (Not In Use),6,1,1,two tanks are 10-30 conv with no pump and other 4 need pumps and product 
277,Trash Cans ,8,0,0,
277,Water Bibb cocks (washer/coolant),,0,0,Good Conditon
277,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",,1,1,Two tanks are operational third tank has no pump or connected anywhere 
277,Coolant pump/hoses (Operational),,0,0,Store does not have coolant pumps 55 gal Drum 
277,"Air Regulators (Operational, Leaks)",,0,0,Operational 
277,"Air hoses (Operational, Leaks, Cracks)",,0,0,Operational 
277,"Water Separators (Operational, Leaks)",,0,0,
277,Lower Bay Mop Sink Lift Pump (Operational),,0,0,No sink in lower bay 
293,Transmission Machine ,0,,,NEED
293,Tire Machines,1,0,0,
293,Tire Balancer,1,0,0,
293,Radiator Machine,0,,,NEED
293,Oil Evacuator,1,0,0,
293,Differential EVAC machine,0,,,NEED
293,BFE EVAC Machine,1,0,0,
293,A/C machine,0,,,
293,Sump EVAC Machine ,,,,
293,"Oil sumps (leaking, roller condition)",4,0,0,
293,"Compressors (Operational, Down Time)",1,1,0,PRESSURE SWITCH FAILED BLOWS PRESSURE RELEIF VALVE
293,"Oil Pumps (Operational,  Down Time)",2,0,0,
293,"Oil Pump Hoses (Leaking, Cracked, Worn)",,0,0,
293,"Oil Guns (Leaking, Screen operational)",7,,1,4 DAMAGED  NEED 1 ONLY TWO PRODUCTS IN BULK
293,"Oil Gun Hoses (Leaking, Cracked, Worn)",8,0,0,
293,Grease Gun (Leaking),,,,OLD SYSTEM ABANDONED USING HANDHELD
293,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",3,,,BAY 1 LOCKS SEIZED  BAY 1 AND 2 OLD LIFTS THAT ARE AT END OF LIFE
293,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",,,,
293,Oil Tanks (Leaking),9,0,0,
293,"Oil Tank Hoses (Leaking, Cracked, Worn)",,0,0,
293,Oil Tanks (Not In Use),1,,,LABELED 10W30
293,Trash Cans ,8,0,0,
293,Water Bibb cocks (washer/coolant),2,0,0,
293,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,0,
293,Coolant pump/hoses (Operational),,,,
293,"Air Regulators (Operational, Leaks)",7,0,1,"REPLACE 2, LEAKING"
293,"Air hoses (Operational, Leaks, Cracks)",7,0,0,
293,"Water Separators (Operational, Leaks)",5,0,1,2 LEAKING
293,Lower Bay Mop Sink Lift Pump (Operational),,,,
311,Transmission Machine,0,,1,
311,Tire Machines,1,0,0,
311,Tire Balancer,1,0,0,
311,Radiator Machine,1,,1,
311,Oil Evacuator,1,0,0,
311,Differential EVAC machine,0,,1,
311,BFE EVAC Machine,0,,1,
311,A/C machine,0,,1,
311,Sump EVAC Machine,,,,
311,"Oil sumps (leaking, roller condition)",4,0,0,
311,"Compressors (Operational, Down Time)",1,0,0,
311,"Oil Pumps (Operational,  Down Time)",3,0,0,
311,"Oil Pump Hoses (Leaking, Cracked, Worn)",,0,0,
311,"Oil Guns (Leaking, Screen operational)",3,1,,hoses leaking
311,"Oil Gun Hoses (Leaking, Cracked, Worn)",,,,
311,Grease Gun (Leaking),0,,1,
311,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",4,1,,need bay 2&3 repaired
311,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",,,,
311,Oil Tanks (Leaking),3,0,0,
311,"Oil Tank Hoses (Leaking, Cracked, Worn)",,0,0,
311,Oil Tanks (Not In Use),0,,,
311,Trash Cans,2,0,0,
311,Water Bibb cocks (washer/coolant),4,,1,
311,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,,1,
311,Coolant pump/hoses (Operational),1,,1,
311,"Air Regulators (Operational, Leaks)",3,0,0,
311,"Air hoses (Operational, Leaks, Cracks)",5,0,0,
311,"Water Separators (Operational, Leaks)",3,0,0,
311,Lower Bay Mop Sink Lift Pump (Operational),,,,
322,Transmission Machine ,1,0,0,good condition
322,Tire Machines,,,,not a tire location 
322,Tire Balancer,,,,not a tire location 
322,Radiator Machine,1,0,0,good condition
322,Oil Evacuator,0,,,
322,Differential EVAC machine,0,,,
322,BFE EVAC Machine,1,0,0,good condition
322,A/C machine,0,,,
322,Sump EVAC Machine ,1,0,0,
322,"Oil sumps (leaking, roller condition)",2,1,0,cap leaks 
322,"Compressors (Operational, Down Time)",1,0,0,
322,"Oil Pumps (Operational,  Down Time)",6,0,0,
322,"Oil Pump Hoses (Leaking, Cracked, Worn)",6,0,0,
322,"Oil Guns (Leaking, Screen operational)",8,0,0,
322,"Oil Gun Hoses (Leaking, Cracked, Worn)",8,0,0,
322,Grease Gun (Leaking),3,0,0,
322,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,0,0,
322,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",0,0,0,
322,Oil Tanks (Leaking),5,0,0,
322,"Oil Tank Hoses (Leaking, Cracked, Worn)",5,0,0,
322,Oil Tanks (Not In Use),0,0,0,
322,Trash Cans ,6,0,1,4 small trash cans are cracked 
322,Water Bibb cocks (washer/coolant),2,0,0,
322,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,0,
322,Coolant pump/hoses (Operational),0,0,0,hand pump for coolant
322,"Air Regulators (Operational, Leaks)",7,0,0,
322,"Air hoses (Operational, Leaks, Cracks)",5,0,0,
322,"Water Separators (Operational, Leaks)",1,0,0,
322,Lower Bay Mop Sink Lift Pump (Operational),1,0,0,
328,Transmission Machine ,1,0,1,missing parts
328,Tire Machines,1,0,0,
328,Tire Balancer,1,0,0,
328,Radiator Machine,1,0,1,needs new bucket and seals leak. Gravity style.
328,Oil Evacuator,1,0,0,
328,Differential EVAC machine,0,0,,
328,BFE EVAC Machine,1,0,0,
328,A/C machine,3,1,1,Missing parts. Needs control board.
328,Sump EVAC Machine ,0,,,
328,"Oil sumps (leaking, roller condition)",4,0,0,
328,"Compressors (Operational, Down Time)",1,0,0,
328,"Oil Pumps (Operational,  Down Time)",4,1,0,1 not in use
328,"Oil Pump Hoses (Leaking, Cracked, Worn)",4,1,0,1 not in use
328,"Oil Guns (Leaking, Screen operational)",8,1,0,4 not in use. 2 trigger stick. Need 2 replacements.
328,"Oil Gun Hoses (Leaking, Cracked, Worn)",8,0,0,
328,Grease Gun (Leaking),4,1,1,not working. Using manual.
328,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",3,0,0,Bay 4 has no lift
328,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",0,,,
328,Oil Tanks (Leaking),3,0,0,
328,"Oil Tank Hoses (Leaking, Cracked, Worn)",3,0,0,
328,Oil Tanks (Not In Use),2,1,0,2 cubed 500 gallon not in use.
328,Trash Cans ,4,0,0,
328,Water Bibb cocks (washer/coolant),2,1,0,
328,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",2,0,0, 
328,Coolant pump/hoses (Operational),1,0,0,55g drum and rotary pump. 
328,"Air Regulators (Operational, Leaks)",4,0,1,530 leaks
328,"Air hoses (Operational, Leaks, Cracks)",2,0,0, Need 4 installed and lowered from ceiling.
328,"Water Separators (Operational, Leaks)",1,0,0,Mounted to compressor.
328,Lower Bay Mop Sink Lift Pump (Operational),0,,,
331,Transmission Machine ,1,0,,
331,Tire Machines,0,0,,Go to store 2510
331,Tire Balancer,0,0,,Go to store 2510
331,Radiator Machine,1,0,,
331,Oil Evacuator,1,0,,
331,Differential EVAC machine,1,0,,
331,BFE EVAC Machine,1,0,,
331,A/C machine,1,0,,
331,Sump EVAC Machine ,0,0,,
331,"Oil sumps (leaking, roller condition)",4,1,,need paint
331,"Compressors (Operational, Down Time)",1,0,,newer
331,"Oil Pumps (Operational,  Down Time)",9,0,,ok
331,"Oil Pump Hoses (Leaking, Cracked, Worn)",9,0,,ok
331,"Oil Guns (Leaking, Screen operational)",18,0,,ok
331,"Oil Gun Hoses (Leaking, Cracked, Worn)",18,0,,ok
331,Grease Gun (Leaking),5,1,,4 bays plus mobile/ only bay 1 is broken
331,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",3,1,,Rusting ramps
331,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",0,0,,
331,Oil Tanks (Leaking),6,,1,stores have small tanks
331,"Oil Tank Hoses (Leaking, Cracked, Worn)",6,0,,
331,Oil Tanks (Not In Use),1,0,,One used oil tank can be removed to create space
331,Trash Cans ,6,0,,
331,Water Bibb cocks (washer/coolant),6,0,,ok
331,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,,ok
331,Coolant pump/hoses (Operational),1,0,,ok
331,"Air Regulators (Operational, Leaks)",11,0,,ok
331,"Air hoses (Operational, Leaks, Cracks)",1,0,,ok
331,"Water Separators (Operational, Leaks)",1,0,,ok
331,Lower Bay Mop Sink Lift Pump (Operational),1,0,,ok
342,Transmission Machine ,1,,0,
342,Tire Machines,1,,1,old and worn out 
342,Tire Balancer,1,,1,old and worn out 
342,Radiator Machine,1,,0,
342,Oil Evacuator,1,,0,
342,Differential EVAC machine,2,,0,
342,BFE EVAC Machine,3,,0,
342,A/C machine,1,0,0,
342,Sump EVAC Machine ,2,,0,
342,"Oil sumps (leaking, roller condition)",3,1,,1 is leaking at fitting
342,"Compressors (Operational, Down Time)",2,,0,
342,"Oil Pumps (Operational,  Down Time)",10,,0,
342,"Oil Pump Hoses (Leaking, Cracked, Worn)",10,,0,
342,"Oil Guns (Leaking, Screen operational)",20,,0,
342,"Oil Gun Hoses (Leaking, Cracked, Worn)",20,1,,4 hoses leaking need replaced
342,Grease Gun (Leaking),2,1,,fittings leaking
342,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",4,,1,bay 2 needs repaired bay 4 is not in use at all
342,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",5,1,,One lift has a bad pump that has been ordered from ACES 
342,Oil Tanks (Leaking),10,,0,
342,"Oil Tank Hoses (Leaking, Cracked, Worn)",10,,0,
342,Oil Tanks (Not In Use),0,,,
342,Trash Cans ,7,,,
342,Water Bibb cocks (washer/coolant),4,,0,
342,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,,0,
342,Coolant pump/hoses (Operational),1,,0,
342,"Air Regulators (Operational, Leaks)",10,,0,
342,"Air hoses (Operational, Leaks, Cracks)",10,,0,
342,"Water Separators (Operational, Leaks)",,,,
342,Lower Bay Mop Sink Lift Pump (Operational),na,,,
344,Transmission Machine ,1,,,New this year
344,Tire Machines,1,,,Machine struggles with tires larger than 17"
344,Tire Balancer,1,,,
344,Radiator Machine,1,,,New this year
344,Oil Evacuator,1,,,New this year
344,Differential EVAC machine,,,,Same as oil evacuator
344,BFE EVAC Machine,1,,,
344,A/C machine,0,,,
344,Sump EVAC Machine ,0,,,
344,"Oil sumps (leaking, roller condition)",3,,,"Old, connection to waste drain leaks, wheels are ok"
344,"Compressors (Operational, Down Time)",1,,,
344,"Oil Pumps (Operational,  Down Time)",6,,1,2 need repair or replace
344,"Oil Pump Hoses (Leaking, Cracked, Worn)",,,,minor leaks
344,"Oil Guns (Leaking, Screen operational)",,,,"All guns are old, leak"
344,"Oil Gun Hoses (Leaking, Cracked, Worn)",,,1,"2 overhead consoles, 1 needs to be removed, 1 needs repair or replaced"
344,Grease Gun (Leaking),,,,Hand guns only
344,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,,1,"Bay one needs to be repaired or replaced, bay 2 needs to be replaced"
344,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",1,,,
344,Oil Tanks (Leaking),,,,No visible leaks
344,"Oil Tank Hoses (Leaking, Cracked, Worn)",,,,all old and "wet" no leaks
344,Oil Tanks (Not In Use),2,,,
344,Trash Cans ,,,,
344,Water Bibb cocks (washer/coolant),3,,,
344,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,,,
344,Coolant pump/hoses (Operational),1,,,
344,"Air Regulators (Operational, Leaks)",,,,"Regulators are old, few do not have pressure gauge, no major leaks of air, some need fussing to get to work"
344,"Air hoses (Operational, Leaks, Cracks)",,,,
344,"Water Separators (Operational, Leaks)",0,,,
344,Lower Bay Mop Sink Lift Pump (Operational),1,,,LB Mop sink is plumbed into sewer
367,Transmission Machine ,1,0,0,
367,Tire Machines,1,0,0,
367,Tire Balancer,1,0,0,
367,Radiator Machine,1,0,0,
367,Oil Evacuator,1,0,0,
367,Differential EVAC machine,1,1,0,"Leaking, lacks suction. Rebuild needed."
367,BFE EVAC Machine,1,0,0,
367,A/C machine,0,,,
367,Sump EVAC Machine ,0,,,
367,"Oil sumps (leaking, roller condition)",6,1,0,3 Drain Hoses aged and cracking. Need replaced.
367,"Compressors (Operational, Down Time)",2,0,1,Compressor is almost 30 years old
367,"Oil Pumps (Operational,  Down Time)",5,1,0,"Seals need replaced, Pumps rebuilt"
367,"Oil Pump Hoses (Leaking, Cracked, Worn)",5,0,0,
367,"Oil Guns (Leaking, Screen operational)",15,0,0,
367,"Oil Gun Hoses (Leaking, Cracked, Worn)",15,0,0,
367,Grease Gun (Leaking),4,0,0,
367,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,0,0,
367,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",1,0,0,
367,Oil Tanks (Leaking),12,0,0,
367,"Oil Tank Hoses (Leaking, Cracked, Worn)",5,0,0,
367,Oil Tanks (Not In Use),0,,,
367,Trash Cans ,4,0,0,
367,Water Bibb cocks (washer/coolant),3,0,0,
367,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,1,0,Valve missing handle. Replace Ball valve
367,Coolant pump/hoses (Operational),1,0,0,
367,"Air Regulators (Operational, Leaks)",10,0,0,
367,"Air hoses (Operational, Leaks, Cracks)",4,0,0,
367,"Water Separators (Operational, Leaks)",0,,1,Requesting water seperator
367,Lower Bay Mop Sink Lift Pump (Operational),0,,,
389,Transmission Machine,1,1,1,"t-tech does not work, missing parts"
389,Tire Machines,1,1,0,air leak at regulator
389,Tire Balancer,1,0,0,ok
389,Radiator Machine,1,0,0,ok
389,Oil Evacuator,1,0,0,ok
389,Differential EVAC machine,0,,,
389,BFE EVAC Machine,1,0,1,does not work when cold out
389,A/C machine,1,0,0,
389,Sump EVAC Machine,0,,,
389,"Oil sumps (leaking, roller condition)",4,1,1,bay one/two valved leak; bay3/4 one flat wheel
389,"Compressors (Operational, Down Time)",1,0,0,
389,"Oil Pumps (Operational,  Down Time)",3,,1,1030 pump missing
389,"Oil Pump Hoses (Leaking, Cracked, Worn)",3,1,1,not connected to tanks
389,"Oil Guns (Leaking, Screen operational)",3,,,condition unknown
389,"Oil Gun Hoses (Leaking, Cracked, Worn)",3,,,not in use
389,Grease Gun (Leaking),0,,,use manual grease gun
389,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",4,,,"bay2 missing lift lock, bay 4 missing lift lock, bay 4 lift lowers by itself"
389,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",0,0,0,
389,Oil Tanks (Leaking),3,0,0,
389,"Oil Tank Hoses (Leaking, Cracked, Worn)",2,1,1,leak and clog frequently
389,Oil Tanks (Not In Use),1,,,full of 10w30
389,Trash Cans,3,0,0,
389,Water Bibb cocks (washer/coolant),0,,,
389,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",2,1,,retractable hose inoperable bay 2/4
389,Coolant pump/hoses (Operational),1,1,1,tank downstairs will not pump above tank level
389,"Air Regulators (Operational, Leaks)",,,,"530 pump leaks, tire machine leaks"
389,"Air hoses (Operational, Leaks, Cracks)",3,1,1,bay 2 leaks
389,"Water Separators (Operational, Leaks)",,,,compressor leaks
389,Lower Bay Mop Sink Lift Pump (Operational),0,,,no mop sink in lower bay
396,Transmission Machine ,1,0,1,missing parts
396,Tire Machines,1,0,0,
396,Tire Balancer,1,0,0,
396,Radiator Machine,1,1,1,Bucket need replaced and seals. Gravity style.
